,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
35,35,Andhra Pradesh,35,Adilabad,GEN,Madhusudhan Reddy Takkala,M,TRS,415429,Dr S Venugopala Chary,M,TDP,374455,40974,2004
36,36,Andhra Pradesh,By Polls (2008),Adilabad,GEN,Allola Indrakaran Reddy,M,INC,323109,Venugopala Chary.S,M,TD,267139,55970,2004
37,37,Andhra Pradesh,36,Peddapalli,SC,G. Venkat Swamy,M,INC,572207,Dr.Mt. C. Suguna,M,TDP,309072,263135,2004
38,38,Andhra Pradesh,37,Karimnagar,GEN,K. Chandra Shakher Rao,M,TRS,451199,Chennamaneni Vidyasagar Rao,M,BJP,320031,131168,2004
39,39,Andhra Pradesh,By Polls (2006),Karimnagar,GEN,K. Chandra Shakher Rao,M,TRS,378030,T. Jeevan Reddy,M,INC,176448,201582,2004
40,40,Andhra Pradesh,By Polls (2008),Karimnagar,GEN,K.Chandra Shekhar Rao,M,TRS,269452,T.Jeevan Reddy,M,INC,253687,15765,2004
41,41,Andhra Pradesh,38,Hanamkonda,GEN,B.Vinod Kumar,M,TRS,496048,Chada Suresh Reddy,M,TDP,278981,217067,2004
42,42,Andhra Pradesh,By Polls (2008),Hanamkonda,GEN,Boianapalli Vinod Kumar,M,TRS,315310,Konda Surekha,F,INC,260046,55264,2004
43,43,Andhra Pradesh,39,Warangal,GEN,Dharavath  Ravinder Naik,M,TRS,427601,Bodakunti Venkateshwarlu,M,TDP,408339,19262,2004
44,44,Andhra Pradesh,By Polls (2008),Warangal,GEN,Errabelli Dayakar Rao,M,TD,287323,Podduturirameshwar Reddy,M,INC,282937,4386,2004
45,45,Andhra Pradesh,40,Khammam,GEN,Renuka Chowdhury,F,INC,518047,Nama Nageswara Rao,M,TDP,409159,108888,2004
46,46,Andhra Pradesh,41,Nalgonda,GEN,Suravaram Sudhakar Reddy,M,CPI,479511,Nallu Indrasena Reddy,M,BJP,423360,56151,2004
47,47,Andhra Pradesh,42,Miryalguda,GEN,Jaipal Reddy Sudini,M,INC,572169,Vangala Swamy Goud,M,TDP,355262,216907,2004
48,48,Arunachal Pradesh,1,Arunachal West,GEN,Khiren Rijiju,M,BJP,123951,Kamen Ringu,M,AC,76527,47424,2004
49,49,Arunachal Pradesh,2,Arunachal East,GEN,Tapir Gao,M,BJP,83335,Wangcha Rajkumar,M,INC,38341,44994,2004
50,50,Assam,1,Karimganj,SC,Lalit Mohan Suklabaidya,M,INC,321059,Parimal Sukla Baidya,M,BJP,229111,91948,2004
51,51,Assam,2,Silchar,GEN,Sontosh Mohan Dev,M,INC,246215,Kabindra Purkyastha,M,BJP,224895,21320,2004
52,52,Assam,3,Diphu,ST,Biren Singh Engti,M,INC,125937,Elwin Teron,M,ASDC,101808,24129,2004
53,53,Assam,4,Dhubri,GEN,Anwar Hussain,M,INC,376588,Afzalur Rahman,M,AGP,259966,116622,2004
54,54,Assam,5,Kokrajhar,ST,Sansuma Khunggur Bwiswmuthiary,M,IND,689620,Sabda Ram Rabha,M,IND,205491,484129,2004
55,55,Assam,6,Barpeta,GEN,A. F. Golam Osmani,M,INC,266972,Kumar Deepak Das,M,AGP,198847,68125,2004
56,56,Assam,7,Guwahati,GEN,Kirip Chaliha,M,INC,353250,Bhupen Hazarika,M,BJP,292099,61151,2004
57,57,Assam,8,Darrang–Udalguri,GEN,Narayan Chandra Borkataky,M,BJP,345863,Madhab Rajbangshi,M,INC,315997,29866,2004
58,58,Assam,9,Sonitpur,GEN,Moni Kumar Subba,M,INC,289847,Padma Hazarika,M,AGP,219402,70445,2004
59,59,Assam,10,Nowgong,GEN,Rajen Gohain,M,BJP,342704,Bisnu Prasad,M,INC,311292,31412,2004
60,60,Assam,11,Kaliabor,GEN,Dip Gogoi,M,INC,301893,Keshab Mahanta,M,AGP,234695,67198,2004
61,61,Assam,12,Jorhat,GEN,Bijoy Krishna Handique,M,INC,223624,Drupad Borgohain,M,CPI,172332,51292,2004
62,62,Assam,13,Dibrugarh,GEN,Sarbananda Sonowal,M,AGP,220944,Kamakhaya Tasa,M,BJP,202390,18554,2004
63,63,Assam,14,Lakhimpur,GEN,Dr. Arun Kumar Sarmah,M,AGP,300865,Ranee Narah,M,INC,272717,28148,2004
64,64,Bihar,1,Bagaha,SC,Kailash Baitha,M,JD(U),237989,Hiralal Ram,M,LJNSP,172614,65375,2004
65,65,Bihar,2,Bettiah,GEN,Raghunath Jha,M,RJD,211590,Madan Prasad Jaiswal,M,BJP,186919,24671,2004
66,66,Bihar,3,Motihari,GEN,Akhiles Prasad Singh,M,RJD,348596,Radha Mohan Singh,M,BJP,251572,97024,2004
67,67,Bihar,4,Gopalganj,GEN,Anirudh Prasad Alias Sadhu Yadav,M,RJD,336016,Prabhu Dayal Singh,M,JD(U),143097,192919,2004
68,68,Bihar,5,Siwan,GEN,Mohammad Shahabuddin,M,RJD,317511,Om Prakash Yadav,M,JD(U),213933,103578,2004
69,69,Bihar,6,Maharajganj,GEN,Prabhunath Singh,M,JD(U),283506,Jitendra Swami,M,RJD,237041,46465,2004
70,70,Bihar,7,Saran,GEN,Lalu Prasad,M,RJD,228882,Rajeev Pratap Rudy,M,BJP,168459,60423,2004
71,71,Bihar,8,Hajipur,SC,Ram Vilas Paswan,M,LJNSP,477495,Chhedi Paswan,M,JD(U),239694,237801,2004
72,72,Bihar,9,Vaishali,GEN,Raghubansh Prasad Singh,M,RJD,361503,Vijay Kumar Shukla,M,IND,255568,105935,2004
73,73,Bihar,10,Muzaffarpur,GEN,George Fernandes,M,JD(U),370127,Bhagwan Lal Sahani,M,RJD,360434,9693,2004
74,74,Bihar,11,Sitamarhi,GEN,Sitaram Yadav,M,RJD,326165,Naval Kishore Rai,M,JD(U),228160,98005,2004
75,75,Bihar,12,Sheohar,GEN,Sitaram Singh,M,RJD,303243,Mohammad Anwarul Haq,M,BJP,229360,73883,2004
76,76,Bihar,13,Madhubani,GEN,Dr. Shakeel Ahmad,M,INC,328182,Hukum Deo Narayan Yadav,M,BJP,241103,87079,2004
77,77,Bihar,14,Jhanjharpur,GEN,Devendra Prasad Yadav,M,RJD,323400,Jagannath Mishra,M,JD(U),310565,12835,2004
78,78,Bihar,15,Darbhanga,GEN,Md. Ali Ashraf Fatmi,M,RJD,427672,Kirti Azad,M,BJP,284209,143463,2004
79,79,Bihar,16,Rosera,SC,Ram Chandra Paswan,M,LJNSP,394240,Dashai Chaudhary,M,JD(U),255829,138411,2004
80,80,Bihar,17,Samastipur,GEN,Alok Kumar Mehta,M,RJD,437457,Ram Chandra Singh,M,JD(U),310674,126783,2004
81,81,Bihar,18,Barh,GEN,Vijay Krishna,M,RJD,426856,Nitish Kumar,M,JD(U),389168,37688,2004
82,82,Bihar,19,Balia,GEN,Suraj Singh,M,LJNSP,233869,Shatrughna Prasad Singh,M,CPI,157642,76227,2004
83,83,Bihar,20,Saharsa,GEN,Ranjeet Ranjan,F,LJNSP,350426,Dinesh Chandra Yadav,M,JD(U),319639,30787,2004
84,84,Bihar,21,Madhepura,GEN,Lalu Prasad,M,RJD,344301,Sharad Yadav,M,JD(U),274314,69987,2004
85,85,Bihar,By Polls (2004),Madhepura,GEN,Rajesh Ranjan Alias Pappu Yadav,M,RJD,365948,Rajendra Prasad Yadav,M,JD(U),157088,208860,2004
86,86,Bihar,22,Araria,SC,Sukdeo Paswan,M,BJP,216677,Ramji Das Rishideo,M,SP,188933,27744,2004
87,87,Bihar,23,Kishanganj,GEN,Taslimuddin,M,RJD,420331,Syed Shahnawaz Hussain,M,BJP,259834,160497,2004
88,88,Bihar,24,Purnia,GEN,Uday Singh,M,BJP,244426,Rajesh Ranjan Alias Pappu Yadav,M,LJNSP,231543,12883,2004
89,89,Bihar,25,Katihar,GEN,Nikhil Kumar Choudhary,M,BJP,288922,Shah Tariq Anwar,M,NCP,286357,2565,2004
90,90,Bihar,26,Banka,GEN,Giridhari Yadav,M,RJD,339880,Digvijay Singh,M,JD(U),335211,4669,2004
91,91,Bihar,27,Bhagalpur,GEN,Sushil Kumar Modi,M,BJP,345151,Subodh Ray,M,CPM,227298,117853,2004
92,92,Bihar,By Polls (2006),Bhagalpur,GEN,Syed Shahnawaz Husain,M,BJP,221001,Shakuni Choudhary,M,RJD,165390,55611,2004
93,93,Bihar,28,Khagaria,GEN,Rabindra Ku. Rana,M,RJD,322440,Renu Kumari,M,JD(U),255317,67123,2004
94,94,Bihar,29,Monghyr,GEN,Jay Prakash Narayan Yadav,M,RJD,453286,Dr. Monazir Hassan,M,JD(U),337359,115927,2004
95,95,Bihar,30,Begusarai,GEN,Rajiv Ranjan Singh,M,JD(U),301562,Krishna Sahi,M,INC,281071,20491,2004
96,96,Bihar,31,Nalanda,GEN,Nitish Kumar,M,JD(U),471310,Dr. Kumar Pushpanjay,M,LJNSP,368914,102396,2004
97,97,Bihar,By Polls (2006),Nalanda,GEN,Ramswaroop Prasad,M,JD(U),171592,Dr. Arun Kumar,M,IND,54859,116733,2004
98,98,Bihar,32,Patna,GEN,Ram Kripal Yadav,M,RJD,433853,C. P. Thakur,M,BJP,395291,38562,2004
99,99,Bihar,33,Arrah,GEN,Kanti Singh,F,RJD,299422,Ram Naresh Ram,M,CPI(ML)(L),149679,149743,2004
100,100,Bihar,34,Buxar,GEN,Lalmuni Chaubey,M,BJP,205980,Dadan Singh,M,IND,151114,54866,2004
101,101,Bihar,35,Sasaram,SC,Mira Kumar,F,INC,416673,Muni Lal,M,BJP,158411,258262,2004
102,102,Bihar,36,Bikramganj,GEN,Ajit Kumar Singh,M,JD(U),305392,Ram Prasad Singh,M,RJD,246591,58801,2004
103,103,Bihar,37,Aurangabad,GEN,Nikhil Kumar,M,INC,290009,Sushil Kumar Singh,M,JD(U),282549,7460,2004
104,104,Bihar,38,Jahanabad,GEN,Ganesh Prasad Singh,M,RJD,400063,Arun Kumar,M,JD(U),353625,46438,2004
105,105,Bihar,39,Nawada,SC,Virchandra Paswan,M,RJD,489992,Sanjay Paswan,M,BJP,433986,56006,2004
106,106,Bihar,40,Gaya,SC,Rajesh Kumar Manjhi,M,RJD,464829,Balbir Chand,M,BJP,361895,102934,2004
107,107,Goa,1,Panaji,GEN,Shripad Yesso Naik,M,BJP,144842,D'Souza Wilfred,M,NCP,88629,56213,2004
108,108,Goa,2,South Goa,GEN,Alemao Churchil Braz,M,INC,164432,Angle Ramakant Soiru,M,BJP,113908,50524,2004
109,109,Goa,By Polls (2007),South Goa,GEN,Shri Francisco Sardinha,M,INC,118583,Mesquita Wilfred M.,M,BJP,77681,40902,2004
110,110,Gujarat,1,Kachchh,GEN,Gadhavi Pushpadan Shambhudan,M,BJP,221057,Shailendrasinh Jadeja,M,INC,192067,28990,2004
111,111,Gujarat,2,Surendranagar,GEN,Koli Patel Somabhai Gandabhai,M,BJP,219872,Savshibhai Kanjibhai Makwana,M,INC,185928,33944,2004
112,112,Gujarat,3,Jamnagar,GEN,Ahir  Vikrambhai Arjanbhai Madam,M,INC,204468,Koradia Chandreshbhai Valjibhai (Chandresh Patel),M,BJP,198875,5593,2004
113,113,Gujarat,4,Rajkot,GEN,Dr. Kathiria Vallabhbhai Ramjibhai,M,BJP,320604,Balvantbhai Bachubhai Manvar,M,NCP,176634,143970,2004
114,114,Gujarat,5,Porbandar,GEN,Patel Harilal Madhavjibhai (Haribhai Patel),M,BJP,229113,Radadiya Vithalbhai Hansrajbhai,M,INC,223410,5703,2004
115,115,Gujarat,6,Junagadh,GEN,Barad Jasubhai Dhanabhai,M,INC,329712,Chikhaliya Bhavnaben Devarajbhai,M,BJP,288791,40921,2004
116,116,Gujarat,7,Amreli,GEN,Virjibhai Thummar,M,INC,220649,Dileep Sanghani,M,BJP,218619,2030,2004
117,117,Gujarat,8,Bhavnagar,GEN,Rana Rajendrasinh Ghanashyamsinh (Rajubhai Rana),M,BJP,247336,Gigabhai Bhavubhai Gohil (Gigabhai Gohil),M,INC,166910,80426,2004
118,118,Gujarat,9,Dhandhuka,SC,Varma Ratilal Kalidas,M,BJP,249322,Yogendrakumar Mavjibhai Makwana,M,INC,226528,22794,2004
119,119,Gujarat,10,Ahmedabad,GEN,Harin Pathak,M,BJP,301853,Gupta Rajkumar Gigraj,M,INC,224248,77605,2004
120,120,Gujarat,11,Gandhinagar,GEN,L. K. Advani,M,BJP,516120,Gabhaji Mangaji Thakor,M,INC,298982,217138,2004
121,121,Gujarat,12,Mahesana,GEN,Jivabhai Ambalal Patel,M,INC,339643,Nitinbhai Ratilal Patel,M,BJP,325132,14511,2004
122,122,Gujarat,13,Patan,SC,Kanodia Maheshkumar Mithabhai,M,BJP,273970,Rastrapal Pravin Somabhai,M,INC,250346,23624,2004
123,123,Gujarat,14,Banaskantha,GEN,Chavda Harisinhaji Pratapsinhaji,M,INC,301148,Chaudhary Haribhai Parathibhai,M,BJP,294220,6928,2004
124,124,Gujarat,15,Sabarkantha,GEN,Madhusudan Mistry,M,INC,316483,Bara Ramilaben Bahecharbhai,M,BJP,276555,39928,2004
125,125,Gujarat,16,Kapadvanj,GEN,Vaghela Shankersinh Laxmansinh,M,INC,320338,Vaghela Liladharbhai Khodaji,M,BJP,240903,79435,2004
126,126,Gujarat,17,Dohad,ST,Katara Babubhai Khimabhai,M,BJP,228154,Taviyad Dr. Prabhabahen Kishorsinh,M,INC,227793,361,2004
127,127,Gujarat,18,Godhra,GEN,Solanki Bhupendrasinh Prabhatsinh,M,BJP,295550,Patel Rajendrasinh Balvantsinh,M,INC,241831,53719,2004
128,128,Gujarat,19,Kaira,GEN,Dinsha Patel,M,INC,244037,Gaekwad Shubhanginiraje Ranjitsinh,M,BJP,187288,56749,2004
129,129,Gujarat,20,Anand,GEN,Solanki Bharatsinh Madhavsinh,M,INC,307762,Jayprakash Vaghajibhai Patel (Babalbhai),M,BJP,246677,61085,2004
130,130,Gujarat,21,Chhota Udaipur,ST,Naranbhai  Rathwa,M,INC,246855,Ramsinh Rathwa,M,BJP,210616,36239,2004
131,131,Gujarat,22,Vadodara,GEN,Jayaben Thakkar,F,BJP,316089,Gaekwad Satyajitsinh Duleepsinh,M,INC,309486,6603,2004
132,132,Gujarat,23,Bharuch,GEN,Vasava Mansukhbhai Dhanjibhai,M,BJP,299630,Patel  Muhammad Fansiwala,M,INC,227428,72202,2004
133,133,Gujarat,24,Surat,GEN,Kashiram Rana,M,BJP,508076,Chandravadan Chhotubhai Pithawala,M,INC,357513,150563,2004
134,134,Gujarat,25,Mandvi,ST,Chaudhary Tusharbhai Amarsinhbhai,M,INC,386592,Mansinh Patel,M,BJP,213210,173382,2004
135,135,Gujarat,26,Valsad,ST,Kishanbhai Vestabhai Patel,M,INC,321769,Chaudhari Manibhai Ramjibhai,M,BJP,277283,44486,2004
136,136,Haryana,1,Ambala,SC,Selja,F,INC,415264,Rattan Lal Kataria,M,BJP,180329,234935,2004
137,137,Haryana,2,Kurukshetra,GEN,Naveen Jindal,M,INC,362054,Abhay Singh Chautala,M,INLD,201864,160190,2004
138,138,Haryana,3,Karnal,GEN,Arvind Kumar Sharma,M,INC,318948,I. D. Swami,M,BJP,154186,164762,2004
139,139,Haryana,4,Sonipat,GEN,Kishan Singh Sangwan,M,BJP,233477,Dharam Pal Singh Malik,M,INC,225908,7569,2004
140,140,Haryana,5,Rohtak,GEN,Bhupinder Singh,M,INC,324235,Abhimanyu,M,BJP,173800,150435,2004
141,141,Haryana,By Polls (2005),Rohtak,GEN,Deependra Singh,M,INC,355074,Abhimanyu,M,BJP,123116,231958,2004
142,142,Haryana,6,Faridabad,GEN,Avtar Singh Bhadana,M,INC,357284,Mohd. Ilyas,M,INLD,205355,151929,2004
143,143,Haryana,7,Bhiwani‑Mahendragarh,GEN,Inderjit Singh,M,INC,358714,Dr. Sudha Yadav,M,BJP,148373,210341,2004
144,144,Haryana,8,Bhiwani‑Mahendragarh,GEN,Kuldeep Bishnoi,M,INC,290936,Surender Singh,M,HVP,266532,24404,2004
145,145,Haryana,9,Hisar,GEN,Jai Parkash,M,INC,407210,Surender Singh Barwala,M,INLD,224442,182768,2004
146,146,Haryana,10,Sirsa,SC,Atma Singh Gill,M,INC,349397,Dr. Sushil Indora,M,INLD,277922,71475,2004
147,147,Himachal Pradesh,1,Shimla,SC,Dhani Ram Shandil,M,INC,311182,Hira Nand Kashyap,M,BJP,203002,108180,2004
148,148,Himachal Pradesh,2,Mandi,GEN,Pratibha Singh,F,INC,357623,Maheshwar Singh,M,BJP,291057,66566,2004
149,149,Himachal Pradesh,3,Kangra,GEN,Chander Kumar,M,INC,314555,Shanta Kumar,M,BJP,296764,17791,2004
150,150,Himachal Pradesh,4,Hamirpur,GEN,Suresh Chandel,M,BJP,313243,Thakur Ram Lal,M,INC,311628,1615,2004
151,151,Himachal Pradesh,By Polls (2007),Hamirpur,GEN,Prem Kumar Dhumal,M,BJP,382128,Thakur Ram Lal,M,INC,302069,80059,2004
152,152,Himachal Pradesh,By Polls (2008),Hamirpur,GEN,Anurag Singh Thakur,M,BJP,374339,O.P.Rattan,M,INC,199673,174666,2004
153,153,Jammu And Kashmir,1,Baramulla,GEN,Abdul Rashid Shaheen,M,JKN,127653,Nizam-Uddin Bhat,M,JKPDP,117758,9895,2004
154,154,Jammu And Kashmir,2,Srinagar,GEN,Omar Abdullah,M,JKN,98422,Advocate Ghulam Nabi Lone,M,JKPDP,75263,23159,2004
155,155,Jammu And Kashmir,3,Anantnag‑Rajouri,GEN,Mehbooba Mufti,F,JKPDP,74436,Dr. Mehboob Beg,M,JKN,35498,38938,2004
156,156,Jammu And Kashmir,4,Ladakh,GEN,Thupstan Chhewang,M,IND,66839,Hassan Khan,M,JKN,41126,25713,2004
157,157,Jammu And Kashmir,5,Udhampur,GEN,Ch. Lal Singh,M,INC,240872,Prof. Chaman Lal Gupta,M,BJP,193697,47175,2004
158,158,Jammu And Kashmir,6,Jammu,GEN,Madan Lal Sharma,M,INC,319994,Dr. Nirmal Singh,M,BJP,302426,17568,2004
159,159,Karnataka,1,Bidar,SC,Ramchandra Veerappa,M,BJP,312838,Narsingrao Hulla Suryawanshi,M,INC,289217,23621,2004
160,160,Karnataka,By Polls (2004),Bidar,GEN,Narsing Halla Suryawanshi,M,INC,196917,Basawraj Ramchandra Veerappa,M,BJP,183447,13470,2004
161,161,Karnataka,2,Gulbarga,GEN,Iqbal Ahmed Saradgi,M,INC,312601,Basawaraj Patil Sedam,M,BJP,255130,57471,2004
162,162,Karnataka,3,Raichur,GEN,A.Venkatesh Naik,M,INC,289424,Raja Madangopal Nayak,M,JD(S),288916,508,2004
163,163,Karnataka,4,Koppal,GEN,K. Virupaxappa,M,INC,356158,Nagappa Bheemappa Saloni,M,BJP,312535,43623,2004
164,164,Karnataka,5,Bellary,GEN,G. Karunakara Reddy,M,BJP,318978,Kondaiah K C,M,INC,287299,31679,2004
165,165,Karnataka,6,Davanagere,GEN,G.M. Siddeswara,M,BJP,370499,Mallikarjun S S,M,INC,337823,32676,2004
166,166,Karnataka,7,Chitradurga,GEN,N.Y. Hanumanthappa,M,INC,322609,Kodandaramaiah P,M,JD(S),285149,37460,2004
167,167,Karnataka,8,Tumkur,GEN,S. Mallikarjunaiah,M,BJP,303016,Jagadeesh D L,M,JD(S),300665,2351,2004
168,168,Karnataka,9,Chikkaballapur,GEN,R.L. Jalappa,M,INC,376204,Shashi Kumar,M,JD(S),316182,60022,2004
169,169,Karnataka,10,Kolar,SC,K.H. Muniyappa,M,INC,385582,Veeraiah D S,M,BJP,373947,11635,2004
170,170,Karnataka,11,Kanakapura,GEN,Tejashwini See Ramesh,F,INC,584238,Ramachandra Gowda,M,BJP,467575,116663,2004
171,171,Karnataka,12,Bangalore North,GEN,Dr. H.T. Sangliana,M,BJP,473502,Jaffer Sharief C K,M,INC,443144,30358,2004
172,172,Karnataka,13,Bangalore South,GEN,Ananth Kumar,M,BJP,386682,Krishnappa M,M,INC,324411,62271,2004
173,173,Karnataka,14,Mandya,GEN,Ambareesh M. H.,M,INC,411116,Dr. S Ramegowda,M,JD(S),286678,124438,2004
174,174,Karnataka,15,Chamarajanagar,SC,M. Shivanna,M,JD(S),316661,A Siddaraju,M,INC,272672,43989,2004
175,175,Karnataka,16,Mysore,GEN,C. H. Vijayashankar,M,BJP,316442,A S Guruswamy,M,JD(S),306292,10150,2004
176,176,Karnataka,17,Dakshina Kannada,GEN,D. V. Sadananda Gowda,M,BJP,384760,M Veerappa Moily,M,INC,351345,33415,2004
177,177,Karnataka,18,Udupi,GEN,Manorama Madhwaraj,F,BJP,369627,Vinaya Kumar Sorake,M,INC,340624,29003,2004
178,178,Karnataka,19,Hassan,GEN,H. D. Devegowda,M,JD(S),462625,H C Srikantaiah  Alias Annaiah,M,INC,272320,190305,2004
179,179,Karnataka,20,Chikmagalur,GEN,D. C. Srikantappa,M,BJP,341391,B L Shankar,M,INC,267719,73672,2004
180,180,Karnataka,21,Shimoga,GEN,S. Bangarappa,M,BJP,450097,Ayanur Manjunath,M,INC,373952,76145,2004
181,181,Karnataka,By Polls (2005),Shimoga,GEN,S.Bangarappa,M,SP,269013,Ayanur Manjunatha,M,INC,252376,16637,2004
182,182,Karnataka,22,Uttara Kannada,GEN,Ananthkumar Hegde,M,BJP,433174,Alva Margaret,M,INC,260948,172226,2004
183,183,Karnataka,23,Dharwad South,GEN,Manjunath Channappa,M,BJP,442759,Prof. I G Sanadi,M,INC,297647,145112,2004
184,184,Karnataka,24,Dharwad North,GEN,Pralhad Joshi,M,BJP,385084,B S Patil,M,INC,302006,83078,2004
185,185,Karnataka,25,Belgaum,GEN,Angadi Suresh Chanabasappa,M,BJP,410843,Amarsinh Vasantrao Patil,M,INC,326090,84753,2004
186,186,Karnataka,26,Chikkodi,SC,Jigajinagi Ramesh Chandappa,M,BJP,379580,Ghatage S B,M,INC,336088,43492,2004
187,187,Karnataka,27,Bagalkot,GEN,Gaddigoudar Parvatagouda Chandanagouda,M,BJP,459451,Patil R S,M,INC,292068,167383,2004
